   R      RHORP      DRHORP     RHORN    DRHORN
 13.75  0          0          0         0
 13.85  0          0          0         0
 13.95  0          0          0         0
 14.05  0          0          0         0
 14.15  0          0          0         0
 14.25  0          0          0         0
 14.35  0          0          0         0
 14.45  0          0          0         0
 14.55  0          0          0         0
 14.65  0          0          0         0
 14.75  0          0          0         0
 14.85  0          0          0         0
 14.95  0          0          0         0
 15.05  0          0          0         0
 15.15  0          0          0         0
 15.25  0          0          0         0
 15.35  0          0          0         0
 15.45  0          0          0         0
 15.55  0          0          0         0
 15.65  0          0          0         0
 15.75  0          0          0         0
 15.85  0          0          0         0
 15.95  0          0          0         0
 16.05  0          0          0         0
 16.15  0          0          0         0
 16.25  0          0          0         0
 16.35  0          0          0         0
 16.45  0          0          0         0
 16.55  0          0          0         0
 16.65  0          0          0         0
 16.75  0          0          0         0
 16.85  0          0          0         0
 16.95  0          0          0         0
 17.05  0          0          0         0
 17.15  0          0          0         0
 17.25  0          0          0         0
 17.35  0          0          0         0
 17.45  0          0          0         0
 17.55  0          0          0         0
 17.65  0          0          0         0
 17.75  0          0          0         0
 17.85  0          0          0         0
 17.95  0          0          0         0
 18.05  0          0          0         0
 18.15  0          0          0         0
 18.25  0          0          0         0
 18.35  0          0          0         0
 18.45  0          0          0         0
 18.55  0          0          0         0
 18.65  0          0          0         0
 18.75  0          0          0         0
 18.85  0          0          0         0
 18.95  0          0          0         0
 19.05  0          0          0         0
 19.15  0          0          0         0
 19.25  0          0          0         0
 19.35  0          0          0         0
 19.45  0          0          0         0
 19.55  0          0          0         0
 19.65  0          0          0         0
 19.75  0          0          0         0
 19.85  0          0          0         0
 19.95  0          0          0         0
 20.05  0          0          0         0
