   R       RHORP      DRHORP     RHORN    DRHORN
 10.65   2.524E-8   1.364E-8   1.729E-6  7.74E-7
 10.75   2.48E-9    8.87E-9    1.03E-6   5.95E-7
 10.85   3.8E-10    4.39E-9    1.351E-6  6.76E-7
 10.95   2.013E-8   1.981E-8   9.75E-7   5.64E-7
 11.05   0          0          0         0
 11.15   0          0          0         0
 11.25   9.5E-9     7.1E-9     6.19E-7   4.38E-7
 11.35   0          0          0         0
 11.45   6.01E-9    6.01E-9    2.98E-7   2.98E-7
 11.55  -2.31E-9    2.31E-9    3E-7      3E-7
 11.65   0          0          0         0
 11.75   3.556E-9   3.556E-9   2.85E-7   2.85E-7
 11.85   0          0          0         0
 11.95  -2.229E-9   2.229E-9   2.81E-7   2.81E-7
 12.05   0          0          0         0
 12.15   0          0          0         0
 12.25   4.63E-9    5.67E-9    5.25E-7   3.72E-7
 12.35   0          0          0         0
 12.45   0          0          0         0
 12.55   0          0          0         0
 12.65   0          0          0         0
 12.75   0          0          0         0
 12.85   0          0          0         0
 12.95   0          0          0         0
 13.05   0          0          0         0
 13.15   0          0          0         0
 13.25   0          0          0         0
 13.35   0          0          0         0
 13.45   0          0          0         0
 13.55   0          0          0         0
 13.65   0          0          0         0
 13.75   0          0          0         0
 13.85   0          0          0         0
 13.95   0          0          0         0
 14.05   0          0          0         0
 14.15   0          0          0         0
 14.25   0          0          0         0
 14.35   0          0          0         0
 14.45   0          0          0         0
 14.55   0          0          0         0
 14.65   0          0          0         0
 14.75   0          0          0         0
 14.85   0          0          0         0
 14.95   0          0          0         0
 15.05   0          0          0         0
 15.15   0          0          0         0
 15.25   0          0          0         0
 15.35   0          0          0         0
 15.45   0          0          0         0
 15.55   0          0          0         0
 15.65   0          0          0         0
 15.75   0          0          0         0
 15.85   0          0          0         0
 15.95   0          0          0         0
 16.05   0          0          0         0
 16.15   0          0          0         0
 16.25   0          0          0         0
 16.35   0          0          0         0
 16.45   0          0          0         0
 16.55   0          0          0         0
 16.65   0          0          0         0
 16.75   0          0          0         0
 16.85   0          0          0         0
 16.95   0          0          0         0
 17.05   0          0          0         0
 17.15   0          0          0         0
 17.25   0          0          0         0
 17.35   0          0          0         0
 17.45   0          0          0         0
 17.55   0          0          0         0
 17.65   0          0          0         0
 17.75   0          0          0         0
 17.85   0          0          0         0
 17.95   0          0          0         0
 18.05   0          0          0         0
 18.15   0          0          0         0
 18.25   0          0          0         0
 18.35   0          0          0         0
 18.45   0          0          0         0
 18.55   0          0          0         0
 18.65   0          0          0         0
 18.75   0          0          0         0
 18.85   0          0          0         0
 18.95   0          0          0         0
 19.05   0          0          0         0
 19.15   0          0          0         0
 19.25   0          0          0         0
 19.35   0          0          0         0
 19.45   0          0          0         0
 19.55   0          0          0         0
 19.65   0          0          0         0
 19.75   0          0          0         0
 19.85   0          0          0         0
 19.95   0          0          0         0
 20.05   0          0          0         0
