   R      RHORP    DRHORP     RHORN    DRHORN
  7.05  1.024E-6  5E-7      1.338E-5  4.48E-6
  7.15  1.078E-7  1.078E-7  1.448E-6  1.448E-6
  7.25  2.74E-7   2.58E-7   2.76E-6   1.954E-6
  7.35  1.514E-7  1.11E-7   2.8E-6    1.976E-6
  7.45  1.908E-7  1.482E-7  5.54E-6   2.78E-6
  7.55  4.32E-7   3.64E-7   2.36E-6   1.68E-6
  7.65  0         0         0         0
  7.75  0         0         0         0
  7.85  2.24E-7   2.24E-7   1.068E-6  1.068E-6
  7.95  0         0         0         0
  8.05  0         0         0         0
  8.15  0         0         0         0
  8.25  0         0         0         0
  8.35  0         0         0         0
  8.45  0         0         0         0
  8.55  0         0         0         0
  8.65  0         0         0         0
  8.75  0         0         0         0
  8.85  0         0         0         0
  8.95  0         0         0         0
  9.05  0         0         0         0
  9.15  0         0         0         0
  9.25  0         0         0         0
  9.35  0         0         0         0
  9.45  0         0         0         0
  9.55  0         0         0         0
  9.65  0         0         0         0
  9.75  0         0         0         0
  9.85  0         0         0         0
  9.95  0         0         0         0
 10.05  0         0         0         0
 10.15  0         0         0         0
 10.25  0         0         0         0
 10.35  0         0         0         0
 10.45  0         0         0         0
 10.55  0         0         0         0
 10.65  0         0         0         0
 10.75  0         0         0         0
 10.85  0         0         0         0
 10.95  0         0         0         0
 11.05  0         0         0         0
 11.15  0         0         0         0
 11.25  0         0         0         0
 11.35  0         0         0         0
 11.45  0         0         0         0
 11.55  0         0         0         0
 11.65  0         0         0         0
 11.75  0         0         0         0
 11.85  0         0         0         0
 11.95  0         0         0         0
 12.05  0         0         0         0
 12.15  0         0         0         0
 12.25  0         0         0         0
 12.35  0         0         0         0
 12.45  0         0         0         0
 12.55  0         0         0         0
 12.65  0         0         0         0
 12.75  0         0         0         0
 12.85  0         0         0         0
 12.95  0         0         0         0
 13.05  0         0         0         0
 13.15  0         0         0         0
 13.25  0         0         0         0
 13.35  0         0         0         0
 13.45  0         0         0         0
 13.55  0         0         0         0
 13.65  0         0         0         0
 13.75  0         0         0         0
 13.85  0         0         0         0
 13.95  0         0         0         0
 14.05  0         0         0         0
 14.15  0         0         0         0
 14.25  0         0         0         0
 14.35  0         0         0         0
 14.45  0         0         0         0
 14.55  0         0         0         0
 14.65  0         0         0         0
 14.75  0         0         0         0
 14.85  0         0         0         0
 14.95  0         0         0         0
 15.05  0         0         0         0
 15.15  0         0         0         0
 15.25  0         0         0         0
 15.35  0         0         0         0
 15.45  0         0         0         0
 15.55  0         0         0         0
 15.65  0         0         0         0
 15.75  0         0         0         0
 15.85  0         0         0         0
 15.95  0         0         0         0
 16.05  0         0         0         0
 16.15  0         0         0         0
 16.25  0         0         0         0
 16.35  0         0         0         0
 16.45  0         0         0         0
 16.55  0         0         0         0
 16.65  0         0         0         0
 16.75  0         0         0         0
 16.85  0         0         0         0
 16.95  0         0         0         0
 17.05  0         0         0         0
 17.15  0         0         0         0
 17.25  0         0         0         0
 17.35  0         0         0         0
 17.45  0         0         0         0
 17.55  0         0         0         0
 17.65  0         0         0         0
 17.75  0         0         0         0
 17.85  0         0         0         0
 17.95  0         0         0         0
 18.05  0         0         0         0
 18.15  0         0         0         0
 18.25  0         0         0         0
 18.35  0         0         0         0
 18.45  0         0         0         0
 18.55  0         0         0         0
 18.65  0         0         0         0
 18.75  0         0         0         0
 18.85  0         0         0         0
 18.95  0         0         0         0
 19.05  0         0         0         0
 19.15  0         0         0         0
 19.25  0         0         0         0
 19.35  0         0         0         0
 19.45  0         0         0         0
 19.55  0         0         0         0
 19.65  0         0         0         0
 19.75  0         0         0         0
 19.85  0         0         0         0
 19.95  0         0         0         0
 20.05  0         0         0         0
