   R      RHORPP    DRHORPP    RHORNP    DRHORNP    RHORNN    DRHORNN
  8.15  1.716E-5   1.546E-6   5.76E-5   4.96E-6   3.54E-5    3.15E-6
  8.25  1.526E-5   1.477E-6   5.33E-5   4.81E-6   3.3E-5     3.11E-6
  8.35  1.447E-5   1.386E-6   4.91E-5   4.48E-6   3.06E-5    2.94E-6
  8.45  9.44E-6    1.107E-6   3.295E-5  3.68E-6   2.031E-5   2.376E-6
  8.55  8.64E-6    9.75E-7    3.272E-5  3.469E-6  2.049E-5   2.315E-6
  8.65  5.43E-6    7.86E-7    1.946E-5  2.654E-6  1.232E-5   1.791E-6
  8.75  5.68E-6    8E-7       1.983E-5  2.669E-6  1.278E-5   1.827E-6
  8.85  3.72E-6    5.97E-7    1.624E-5  2.395E-6  1.057E-5   1.663E-6
  8.95  3.89E-6    6.78E-7    1.534E-5  2.417E-6  9.9E-6     1.652E-6
  9.05  2.451E-6   4.82E-7    1.001E-5  1.799E-6  6.36E-6    1.243E-6
  9.15  3.1E-6     5.55E-7    1.101E-5  1.883E-6  7.28E-6    1.289E-6
  9.25  2.402E-6   4.64E-7    9.93E-6   1.809E-6  6.26E-6    1.205E-6
  9.35  1.446E-6   3.94E-7    6.71E-6   1.596E-6  4.35E-6    1.14E-6
  9.45  1.452E-6   3.204E-7   7.51E-6   1.503E-6  4.96E-6    1.068E-6
  9.55  1.142E-6   2.91E-7    5.24E-6   1.238E-6  3.44E-6    8.58E-7
  9.65  1.162E-6   3.09E-7    4.6E-6    1.153E-6  2.79E-6    7.36E-7
  9.75  7.84E-7    2.472E-7   3.65E-6   1.014E-6  2.37E-6    7.14E-7
  9.85  5.76E-7    2.027E-7   2.46E-6   8.23E-7   1.575E-6   5.54E-7
  9.95  4.89E-7    1.937E-7   1.871E-6  7.12E-7   1.155E-6   4.65E-7
 10.05  5.67E-7    1.827E-7   2.943E-6  8.88E-7   1.908E-6   6.11E-7
 10.15  1.22E-7    8.15E-8    7.76E-7   4.5E-7    5.49E-7    3.57E-7
 10.25  2.255E-7   9.97E-8    1.53E-6   6.27E-7   1.085E-6   4.79E-7
 10.35  4.14E-8    4.14E-8    2.604E-7  2.604E-7  1.63E-7    1.63E-7
 10.45  3.23E-8    2.5E-8     5.12E-7   3.62E-7   3.662E-7   2.62E-7
 10.55  4.75E-8    4.75E-8    2.294E-7  2.294E-7  1.704E-7   1.704E-7
 10.65  5.74E-8    5.74E-8    2.392E-7  2.392E-7  1.422E-7   1.422E-7
 10.75  3.407E-8   3.407E-8   2.309E-7  2.309E-7  1.657E-7   1.657E-7
 10.85  1.099E-7   7.43E-8    6.95E-7   4.03E-7   4.63E-7    2.95E-7
 10.95  1.01E-7    7.33E-8    4.38E-7   3.11E-7   2.91E-7    2.142E-7
 11.05  1E-7       7.3E-8     4.46E-7   3.152E-7  2.69E-7    2.163E-7
 11.15  0          0          0         0         0          0
 11.25  0          0          0         0         0          0
 11.35  0          0          0         0         0          0
 11.45  0          0          0         0         0          0
 11.55  0          0          0         0         0          0
 11.65  0          0          0         0         0          0
 11.75  0          0          0         0         0          0
 11.85  4.69E-8    4.69E-8    1.884E-7  1.884E-7  1.186E-7   1.186E-7
 11.95  0          0          0         0         0          0
 12.05  0          0          0         0         0          0
 12.15  0          0          0         0         0          0
 12.25  0          0          0         0         0          0
 12.35  0          0          0         0         0          0
 12.45  0          0          0         0         0          0
 12.55  0          0          0         0         0          0
 12.65  0          0          0         0         0          0
 12.75  0          0          0         0         0          0
 12.85  0          0          0         0         0          0
 12.95  0          0          0         0         0          0
 13.05  0          0          0         0         0          0
 13.15  0          0          0         0         0          0
 13.25  0          0          0         0         0          0
 13.35  0          0          0         0         0          0
 13.45  0          0          0         0         0          0
 13.55  0          0          0         0         0          0
 13.65  0          0          0         0         0          0
 13.75  0          0          0         0         0          0
 13.85  0          0          0         0         0          0
 13.95  0          0          0         0         0          0
 14.05  0          0          0         0         0          0
 14.15  0          0          0         0         0          0
 14.25  0          0          0         0         0          0
 14.35  0          0          0         0         0          0
 14.45  0          0          0         0         0          0
 14.55  0          0          0         0         0          0
 14.65  0          0          0         0         0          0
 14.75  0          0          0         0         0          0
 14.85  0          0          0         0         0          0
 14.95  0          0          0         0         0          0
 15.05  0          0          0         0         0          0
 15.15  0          0          0         0         0          0
 15.25  0          0          0         0         0          0
 15.35  0          0          0         0         0          0
 15.45  0          0          0         0         0          0
 15.55  0          0          0         0         0          0
 15.65  0          0          0         0         0          0
 15.75  0          0          0         0         0          0
 15.85  0          0          0         0         0          0
 15.95  0          0          0         0         0          0
 16.05  0          0          0         0         0          0
 16.15  0          0          0         0         0          0
 16.25  0          0          0         0         0          0
 16.35  0          0          0         0         0          0
 16.45  0          0          0         0         0          0
 16.55  0          0          0         0         0          0
 16.65  0          0          0         0         0          0
 16.75  0          0          0         0         0          0
 16.85  0          0          0         0         0          0
 16.95  0          0          0         0         0          0
 17.05  0          0          0         0         0          0
 17.15  0          0          0         0         0          0
 17.25  0          0          0         0         0          0
 17.35  0          0          0         0         0          0
 17.45  0          0          0         0         0          0
 17.55  0          0          0         0         0          0
 17.65  0          0          0         0         0          0
 17.75  0          0          0         0         0          0
 17.85  0          0          0         0         0          0
 17.95  0          0          0         0         0          0
 18.05  0          0          0         0         0          0
 18.15  0          0          0         0         0          0
 18.25  0          0          0         0         0          0
 18.35  0          0          0         0         0          0
 18.45  0          0          0         0         0          0
 18.55  0          0          0         0         0          0
 18.65  0          0          0         0         0          0
 18.75  0          0          0         0         0          0
 18.85  0          0          0         0         0          0
 18.95  0          0          0         0         0          0
 19.05  0          0          0         0         0          0
 19.15  0          0          0         0         0          0
 19.25  0          0          0         0         0          0
 19.35  0          0          0         0         0          0
 19.45  0          0          0         0         0          0
 19.55  0          0          0         0         0          0
 19.65  0          0          0         0         0          0
 19.75  0          0          0         0         0          0
 19.85  0          0          0         0         0          0
 19.95  0          0          0         0         0          0
 20.05  0          0          0         0         0          0
